r_f1,r_f2,r_f3,s_f1,s_f2,s_f3
-1.1696204047292564,-1.6182751705755956,-2.6908977440752055,-1.1660814093900336,-1.0495974812332636,-2.096945514629939
-1.1678944129972384,-0.9970727783842623,-2.9112158817471236,-1.1660814049431347,-0.857985736932425,-2.7659471996450002
-1.1578082804668561,-1.3012369341513998,-1.7742564616448258,-1.1660813636551288,-1.3706676580067276,-1.8467729872535579
-1.166429575700066,-1.0848117960331072,-2.491975668133617,-1.166081415377084,-0.9466170381283326,-2.3476389377139704
-1.1543671118973662,-1.1043401317494248,-2.0617847256588986,-1.166081407244536,-1.0849922393658284,-2.0415769298267024
-1.1547324798787142,-0.6773356467934045,-2.60599457169709,-1.1660813998543031,-0.8450026029800963,-2.7811133875869007
-1.1690070932611336,-0.9354346077009714,-1.749338424608698,-1.1660814424583321,-1.9127497721408415,-1.5781824965263116
-1.1569520835071114,-0.741734102200112,-2.436123354826168,-1.166081417821487,-0.8983743466610199,-2.599725410250746
-1.157371050383992,-1.3893460482601987,-2.797248480774601,-1.1660814152399874,-0.9493749536869343,-2.3377231415626887
-1.1672315865778788,-1.874263759713421,-2.8384313806476613,-1.1660814033565512,-1.0963537254303954,-2.025947598275414
-1.1617963872017298,-1.3081053859149834,-1.5730373835482683,-1.1660813510907078,-1.5107264564785179,-1.7846638205899563
-1.1520488262276014,-1.3372965830807053,-2.726971709501737,-1.1660814150677332,-0.9528951749022361,-2.3254858181785316
-1.1586526912142345,-0.6350346390866236,-1.8193473797351896,-1.1660814129144645,-0.9982301808377895,-2.1986849401291537
-1.1651994083643953,-0.8438642845152002,-1.8014026325691173,-1.1660814424583321,-1.0740153577890807,-1.9692167053635588
-1.155710721284069,-1.4525325583579825,-2.699331832226748,-1.166081413267043,-0.9906058299369314,-2.21687504933311
-1.1543778967485583,-1.439281629604968,-2.2672162645368252,-1.1660813836891875,-1.1568904518836076,-1.9722743743571287
-1.1588972841295229,-1.4135677069353028,-2.6679071182372005,-1.1660814133901833,-0.9879731241435042,-2.2233972420298294
-1.1543497611335691,-1.3012661036872255,-1.658067991216041,-1.1660813565706118,-1.4478100233058728,-1.8111249621595407
-1.160264751101374,-1.6978606073823617,-2.927968035818903,-1.166081412892685,-0.9986590906920088,-2.197690928051381
-1.1595138610817155,-1.0304145909446716,-2.3371000505032433,-1.1660814142682896,-0.9694311498370511,-2.2734062454122044
-1.1574350410962129,-0.787953225311406,-2.2595429865629986,-1.1660814161394168,-0.93123670668382,-2.40919463300662
-1.1659827138201175,-1.8330218379537198,-2.8991367746575833,-1.1660814088817366,-1.0554932677628324,-2.0870514118744206
-1.1573544924571713,-0.9697479897350578,-1.6762572907002962,-1.1660813781479025,-1.2154476337865154,-1.9328769071679774
-1.1587246383459882,-1.7194866663335238,-1.85084915055057,-1.166081332363118,-1.6198435064499541,-1.7467774013068587
-1.1669913299613253,-1.590844974055215,-1.8033293769417214,-1.166081442458332,-1.5829519928739115,-1.743390312416218
-1.1626350307827857,-1.7365844467712361,-2.835347216230573,-1.1660814100153916,-1.0420916101669464,-2.1099880608956303
-1.1532442952739317,-1.7397205114353649,-2.6139472138427324,-1.1660813854608811,-1.1383227171500199,-1.985820648880983
-1.1548744328128318,-1.0276849044019933,-2.869488485475676,-1.166081418501872,-0.885463641199684,-2.720946321793148
-1.157240321159207,-1.0201177420880985,-2.535215678078651,-1.1660814164360822,-0.9253403407862637,-2.4362259674181903
-1.152658120209199,-1.282278577439558,-2.0249677079950366,-1.166081379386009,-1.2022330291535097,-1.9413645789496987
-1.160879726859247,-1.4443876941981828,-2.4225515099996735,-1.1660814071752703,-1.0827420484024555,-2.0448327386477883
-1.158647981163776,-1.8273587518179184,-2.6983032902331825,-1.1660813850766794,-1.14234160735057,-1.982840963126228
-1.1686671557078407,-1.2319726161913853,-2.5494211394087665,-1.1660814142941422,-0.9689757233439745,-2.2747355136467133
-1.1586139157357254,-1.0063567186163764,-2.439159890435328,-1.166081415673729,-0.9405775328997209,-2.3704572007164257
-1.1689197431502125,-1.7158156392220154,-1.9221345018645446,-1.1660814424583317,-1.678080118150692,-1.7236015857237756
-1.1545621151272307,-1.6717213726041606,-2.514231156005874,-1.1660813839191322,-1.154480263122265,-1.9740015691990231
-1.167272034925096,-0.8275881747945073,-2.734967722975608,-1.1660814424583321,-0.8379878943023958,-2.7742223140131963
-1.158652509053175,-0.9990163958299483,-2.0039749741146067,-1.166081408162395,-1.0645456177630288,-2.0724166067688707
-1.169870078080255,-1.920643368776544,-1.6380819100269706,-1.1660814424583321,-1.9273854037483635,-1.5666655794770272
-1.1563037693543416,-1.601431683286232,-1.5698084355676876,-1.1660813543238469,-1.7353644908018924,-1.709693802002212
